id,source,grade,semester,unit,difficulty,problem,answer,hint1,hint2,hint3,next_question
p_0153,orca,4,2,소수의 덧셈과 뺄셈,쉬움,"가방을 무게를 재어보니 지민의 가방은 1.2kg, 석진의 가방은 1350g이었습니다. 누구의 가방이 더 무거울까요?",석진의 가방,두 무게를 같은 단위로 바꿔보세요,1kg은 몇 그램인지 계산해보세요,변환 후 숫자 크기를 비교해보세요,"민수의 가방은 0.85kg, 태용의 가방은 830g입니다. 누구의 가방이 더 가벼울까요?"
p_0154,orca,4,2,소수의 덧셈과 뺄셈,쉬움,0.8과 1/2이라는 두 개의 숫자가 있습니다. 3보다 큰 숫자는 몇 개인가요?,0개,0.8과 1/2을 소수로 변환해 보세요.,변환한 소수들이 3보다 큰지 비교해 보세요.,두 수 모두 3보다 작은지 확인한 후 개수를 세어 보세요.,0.75와 3/4 중 1보다 작은 숫자는 몇 개인가요?
p_0155,orca,4,2,소수의 덧셈과 뺄셈,쉬움,예림이 도자기를 만들 때 사용한 점토의 무게는 0.65kg(kg)이고 찬우가 사용한 점토의 무게는 0.645kg(kg)입니다. 누가 더 많은 점토를 사용했나요?,예림,두 수의 소수점 아래 자릿수를 같게 만들어 보세요.,0.65를 소수점 셋째 자리까지 나타내면 어떻게 될까요?,소수 첫째 자리부터 차례대로 숫자를 비교해 보세요.,0.7kg과 0.699kg 중 어느 것이 더 큰지 비교해 보세요.
p_0156,orca,4,2,소수의 덧셈과 뺄셈,쉬움,"채영의 집에서 학교까지 4.3km, 태훈의 집에서 학교까지 900m 길이의 도로를 5블록 지나야 합니다. 채영과 태훈 중 어느 쪽이 학교에서 더 멀리 떨어져 있나요?",태훈이 더 멀리 떨어져 있습니다.,두 거리를 같은 단위로 바꿔보세요.,태훈의 총 거리를 계산한 후 km로 변환해 비교하세요.,4.3km와 4.5km 중 어느 쪽이 더 큰지 확인하세요.,"만약 태훈이 4블록을 더 지나가야 한다면, 채영과 태훈의 거리 차이는 얼마나 될까요?"
p_0157,orca,4,2,소수의 덧셈과 뺄셈,쉬움,"정부는 네 도시에 수백 톤의 모래를 기부했습니다. A시는 16.5톤, B시는 26톤, C시는 24.5톤의 모래를 받았습니다. 공급업체는 D시에 대한 데이터를 잃었지만 네 도시 전체에 대한 총량을 알고 있습니다. D시는 28톤의 모래를 받았습니다. 네 도시에 기부된 모래의 총량은 얼마입니까?",95톤,각 도시의 모래 양을 모두 더해야 합니다.,소수점 아래 자릿수를 맞추어 16.5 + 24.5를 먼저 계산하세요.,"정수 부분은 26 + 28 = 54톤, 소수 부분은 16.5 + 24.5 = 41톤입니다. 두 결과를 더하세요.","세 도시의 강수량이 각각 12.3mm, 8.7mm, 15.1mm일 때, 세 도시의 총 강수량은 얼마입니까?"
p_0158,generated,4,2,소수의 덧셈과 뺄셈,중간,민수는 0.75m 길이의 리본과 0.28m 길이의 리본을 이어 붙였습니다. 이어 붙인 리본의 전체 길이는 얼마입니까?,1.03,두 수의 소수점 아래 자릿수를 같게 만드세요.,소수 둘째 자리 계산에서 13이 나오면 어떻게 해야 할까요?,올림한 수를 정수 부분에 더하는 것을 잊지 마세요.,0.35m와 0.45m를 더하면 얼마가 될까요?
p_0159,generated,4,2,소수의 덧셈과 뺄셈,중간,수영장 물의 높이가 1.25m였다가 0.48m 줄었습니다. 현재 물의 높이는 얼마입니까?,0.77,뺄셈을 할 때 빌려오는 것을 잊지 마세요.,소수 첫째 자리에서 2가 1로 바뀌는 이유는 무엇일까요?,정수 부분에서 빌려올 필요가 있는지 확인해 보세요.,0.83kg에서 0.27kg을 빼면 얼마가 남나요?
p_0160,generated,4,2,소수의 덧셈과 뺄셈,중간,"사과 3개의 무게가 0.45kg, 0.32kg, 0.18kg입니다. 사과 3개의 총 무게는 얼마입니까?",0.95,세 수의 소수점을 맞추어 세로로 써보세요.,소수 둘째 자리 합이 10이 넘으면 어떻게 해야 할까요?,올림한 수를 소수 첫째 자리에 더하는 것을 잊지 마세요.,"0.25L, 0.35L, 0.12L의 물을 합치면 얼마가 되나요?"
p_0161,generated,4,2,소수의 덧셈과 뺄셈,중간,지우개가 0.72cm 길이에서 0.35cm 짧아졌습니다. 현재 지우개 길이는 얼마입니까?,0.37,소수 둘째 자리에서 빌려오는 것을 생각해 보세요.,소수 첫째 자리에서 7이 6으로 바뀌는 이유는 무엇일까요?,정수 부분에서 계산할 필요가 있는지 확인해 보세요.,0.91m에서 0.54m를 빼면 얼마가 남나요?
p_0162,generated,4,2,소수의 덧셈과 뺄셈,중간,물통에 0.6L가 들어있는데 0.15L를 더 부었습니다. 물통에 들어있는 물의 총량은 얼마입니까?,0.75,소수 둘째 자리가 없는 수는 0으로 채워서 계산하세요.,자릿수를 맞추어 세로로 써보면 쉽습니다.,올림할 필요가 있는지 확인해 보세요.,0.30kg과 0.27kg을 더하면 얼마가 될까요?
p_0163,generated,4,2,소수의 덧셈과 뺄셈,중간,책 2권의 두께가 1.25cm와 0.68cm입니다. 두 책을 포개었을 때의 총 두께는 얼마입니까?,1.93,소수 둘째 자리부터 차례대로 더하세요.,13이 나오면 어떻게 처리해야 할까요?,올림한 수를 소수 첫째 자리에 더하는 것을 잊지 마세요.,0.46m와 0.39m를 더하면 얼마가 되나요?
p_0164,generated,4,2,소수의 덧셈과 뺄셈,중간,사탕 0.85kg에서 0.29kg을 먹었습니다. 남은 사탕의 무게는 얼마입니까?,0.56,소수 둘째 자리에서 빌려오는 것을 생각해 보세요.,소수 첫째 자리에서 8이 7로 바뀌는 이유는 무엇일까요?,정수 부분에서 계산할 필요가 있는지 확인해 보세요.,0.73kg에서 0.48kg을 빼면 얼마가 남나요?
p_0165,generated,4,2,소수의 덧셈과 뺄셈,중간,"세 학생이 모은 동전의 금액이 각각 0.35원, 0.27원, 0.18원입니다. 세 학생이 모은 동전의 총 금액은 얼마입니까?",0.80,세 수의 소수점을 맞추어 세로로 써보세요.,소수 둘째 자리 합이 10이 넘으면 어떻게 해야 할까요?,올림한 수를 소수 첫째 자리에 더하는 것을 잊지 마세요.,"0.15m, 0.25m, 0.32m를 합치면 얼마가 되나요?"
p_0166,generated,4,2,소수의 덧셈과 뺄셈,중간,연필이 1.00m 길이에서 0.43m 부러졌습니다. 남은 연필의 길이는 얼마입니까?,0.57,소수 둘째 자리에서 빌려오는 것을 생각해 보세요.,소수 첫째 자리에서 0이 9로 바뀌는 이유는 무엇일까요?,정수 부분에서 빌려올 필요가 있는지 확인해 보세요.,0.80kg에서 0.25kg을 빼면 얼마가 남나요?
p_0167,generated,4,2,소수의 덧셈과 뺄셈,중간,물풍선에 0.55L의 물이 들어있는데 0.12L를 더 채웠습니다. 물풍선의 총 물의 양은 얼마입니까?,0.67,소수 둘째 자리부터 차례대로 더하세요.,자릿수를 맞추어 세로로 써보면 쉽습니다.,올림할 필요가 있는지 확인해 보세요.,0.33m와 0.24m를 더하면 얼마가 되나요?
p_0168,generated,4,2,소수의 덧셈과 뺄셈,어려움,민준이는 3.4m 길이의 리본을 1.25m와 0.8m씩 잘랐습니다. 남은 리본의 길이는 얼마인가요?,0.35,리본 길이를 모두 더한 후 전체에서 빼세요,1.25 + 0.80 = 2.05m입니다,3.40 - 2.05 = 1.35m입니다,남은 1.35m 리본을 0.3m씩 자르면 몇 조각이 나오나요?
p_0169,generated,4,2,소수의 덧셈과 뺄셈,어려움,민수는 1.25kg의 사과와 0.76kg의 배를 샀습니다. 과일을 모두 몇 kg 샀는지 구하세요.,2.01,소수점 아래 자릿수를 맞추어 계산하세요.,0.25 + 0.76을 먼저 계산한 후 1kg을 더하세요.,1.25를 1 + 0.25로 나누어 계산하면 쉽습니다.,영희는 3.45m의 천과 2.08m의 실을 사용했습니다. 사용한 재료는 모두 몇 m인가요?
p_0170,generated,4,2,소수의 덧셈과 뺄셈,어려움,지우개가 0.45cm씩 3번 닳았습니다. 처음 길이에서 1.35cm가 남았다면 처음 길이는 몇 cm였나요?,1.80,닳은 총 길이를 먼저 구하세요.,처음 길이 = 남은 길이 + 닳은 총 길이,0.45 + 0.45 + 0.45 = 1.35cm,연필이 0.32cm씩 5번 닳았습니다. 처음 길이가 2.80cm였다면 남은 길이는 몇 cm인가요?
p_0171,generated,4,2,소수의 덧셈과 뺄셈,어려움,0.99 + 0.01 - 0.10을 계산하세요.,0.80,덧셈부터 계산한 후 뺄셈을 하세요.,"0.99 + 0.01 = 1.00, 1.00 - 0.10 = 0.90",0.99 + 0.01 = 1.00이므로 1.00 - 0.10 = 0.90,1.50 - 0.75 + 0.25를 계산하세요.
p_0172,generated,4,2,사각형,쉬움,민준이는 공책에 두 개의 평행한 선을 그었습니다. 두 선 사이의 거리를 재어보니 3cm였습니다. 민준이가 두 선 사이에 수직으로 그린 선분의 길이는 몇 cm일까요?,3,평행선 사이의 거리를 어떻게 측정하는지 생각해 보세요.,수직으로 연결한 선분의 길이가 평행선 사이의 거리와 같다는 것을 떠올려 보세요.,문제에서 주어진 거리 값이 바로 정답입니다.,평행선 사이의 거리를 측정하는 다른 방법은 무엇이 있을까요?
p_0173,generated,4,2,사각형,쉬움,"사다리꼴 모양의 화단에는 평행한 변이 2개 있습니다. 이 화단의 평행한 변 중 한 변의 길이가 5m이고, 다른 평행한 변의 길이가 3m일 때, 두 평행한 변의 길이의 차는 몇 m일까요?",2,사다리꼴에는 평행한 변이 몇 개 있는지 생각해 보세요.,두 평행한 변의 길이를 비교해 보세요.,큰 변에서 작은 변을 빼면 차이를 알 수 있습니다.,사다리꼴에서 평행하지 않은 두 변의 길이는 어떻게 될까요?
p_0174,generated,4,2,사각형,쉬움,평행사변형 모양의 창문에서 한 쌍의 대변은 80cm입니다. 이 평행사변형의 다른 한 쌍의 대변의 길이는 몇 cm일까요?,80,평행사변형의 대변은 어떤 성질이 있는지 생각해 보세요.,평행사변형에서 마주보는 변의 길이는 항상 같습니다.,문제에서 주어진 길이와 같은 값이 정답입니다.,평행사변형의 다른 성질은 무엇이 있을까요?
p_0175,generated,4,2,사각형,쉬움,마름모 모양의 타일에서 한 변의 길이가 15cm입니다. 이 타일의 모든 변의 길이는 몇 cm일까요?,15,마름모의 변에 대한 성질을 생각해 보세요.,마름모는 네 변의 길이가 모두 같습니다.,문제에서 주어진 변의 길이가 모든 변의 길이입니다.,마름모와 정사각형의 차이점은 무엇일까요?
p_0176,generated,4,2,사각형,쉬움,평행선 두 개 사이에 수직으로 그은 선분의 길이가 4cm입니다. 이 평행선 사이의 거리는 몇 cm일까요?,4,평행선 사이의 거리를 어떻게 측정하는지 생각해 보세요.,수직으로 연결한 선분의 길이가 평행선 사이의 거리와 같습니다.,문제에서 주어진 수직 선분의 길이가 정답입니다.,평행선 사이의 거리를 측정하는 다른 방법은 무엇이 있을까요?
p_0177,generated,4,2,사각형,쉬움,사다리꼴 모양의 종이에서 평행한 두 변의 길이가 각각 10cm와 6cm입니다. 두 평행한 변의 길이의 합은 몇 cm일까요?,16,사다리꼴에는 평행한 변이 몇 개 있는지 생각해 보세요.,두 평행한 변의 길이를 더해야 합니다.,10과 6을 더하면 됩니다.,사다리꼴에서 평행하지 않은 두 변의 길이의 합은 어떻게 될까요?
p_0178,generated,4,2,사각형,쉬움,평행사변형 모양의 책상에서 한 각의 크기가 120도입니다. 이 평행사변형의 마주보는 각의 크기는 몇 도일까요?,120,평행사변형의 각에 대한 성질을 생각해 보세요.,평행사변형에서 마주보는 각은 크기가 같습니다.,문제에서 주어진 각의 크기와 같은 값이 정답입니다.,평행사변형에서 이웃하는 각의 크기의 합은 얼마일까요?
p_0179,generated,4,2,사각형,쉬움,"마름모 모양의 창문에서 한 대각선의 길이가 20cm입니다. 이 마름모의 다른 대각선의 길이는 얼마일까요? (단, 마름모의 변의 길이는 모두 10cm입니다.)",16,마름모의 대각선은 서로를 어떻게 교차하는지 생각해 보세요.,"한 대각선의 반을 구하고, 피타고라스 정리를 이용해 다른 반 길이를 구할 수 있습니다.",계산 과정에서 소수점이나 복잡한 수는 나오지 않습니다.,마름모의 넓이를 구하는 방법은 무엇일까요?
p_0180,generated,4,2,사각형,쉬움,"직사각형의 가로 길이가 25cm이고 세로 길이가 15cm입니다. 이 직사각형의 대각선 길이는 몇 cm일까요? (단, 대각선은 직각삼각형을 이루며 피타고라스 정리를 사용할 수 있습니다.)",20,직사각형의 대각선은 어떤 도형을 이루는지 생각해 보세요.,피타고라스 정리를 이용해 대각선의 길이를 구할 수 있습니다.,25와 15의 제곱의 합의 제곱근을 계산해 보세요.,직사각형의 대각선은 몇 개 있을까요?
p_0181,generated,4,2,사각형,쉬움,"민준이는 공원에서 직사각형 모양의 화단을 보았습니다. 화단의 가로 길이는 6m이고, 세로 길이는 4m입니다. 화단의 네 변 중 두 쌍의 변은 서로 평행하고, 나머지 두 쌍의 변은 서로 수직입니다. 화단의 둘레는 몇 미터인지 구하세요.",20,직사각형의 둘레는 가로와 세로를 각각 두 번씩 더한 값입니다.,"가로 6m를 두 번, 세로 4m를 두 번 더해보세요.",6 + 6 + 4 + 4를 계산하면 됩니다.,화단의 넓이를 구해보세요.
p_0182,generated,4,2,사각형,중간,"민준이는 공원에서 사다리꼴 모양의 화단을 보았습니다. 사다리꼴의 한 밑변의 길이가 8m이고, 다른 밑변의 길이가 12m이며, 높이가 5m일 때, 이 사다리꼴 화단의 넓이는 몇 제곱미터인가요?",50,사다리꼴의 넓이 공식을 떠올려 보세요.,공식에 주어진 값을 대입해 보세요.,계산 순서를 확인하고 단계별로 풀어보세요.,"사다리꼴의 윗변과 아랫변의 길이가 각각 6m와 10m이고 높이가 4m일 때, 넓이는 얼마인가요?"
p_0183,generated,4,2,사각형,중간,"수영이는 평행사변형 모양의 액자를 만들었습니다. 밑변의 길이가 15cm이고 높이가 10cm일 때, 이 액자의 넓이는 몇 제곱센티미터인가요?",150,평행사변형의 넓이 공식을 생각해 보세요.,주어진 밑변과 높이를 곱해 보세요.,단위(cm²)를 확인해 보세요.,"평행사변형의 밑변이 20cm이고 높이가 5cm일 때, 넓이는 얼마인가요?"
p_0184,generated,4,2,사각형,중간,"지우개는 마름모 모양입니다. 한 변의 길이가 7cm이고, 높이가 5cm일 때, 이 지우개의 넓이는 몇 제곱센티미터인가요?",35,마름모의 넓이 공식을 기억해 보세요.,주어진 변과 높이를 곱해 보세요.,계산 결과가 맞는지 확인해 보세요.,"마름모의 한 변이 8cm이고 높이가 3cm일 때, 넓이는 얼마인가요?"
p_0185,generated,4,2,사각형,중간,"길거리에 평행선 두 개가 있습니다. 이 평행선 사이의 거리가 12m이고, 한 선분에서 두 평행선 사이에 수직으로 내린 선분의 길이가 12m라면, 이 두 평행선 사이의 거리는 몇 미터인가요?",12,평행선 사이의 거리를 재는 방법을 생각해 보세요.,수직으로 내린 선분의 길이가 거리임을 기억하세요.,문제에서 주어진 수직 거리를 바로 답으로 쓰세요.,"평행선 사이의 수직 거리가 15m일 때, 두 평행선 사이의 거리는 얼마인가요?"
